source_url,blog_name,date_iso,title,vlax_core,vlax_context,is_vlax,vlax_match,media_count,fb_albums_count,yt_videos_count
https://www.fuit.gr/2018/01/konstantis-pistiolis-vol03.html,fuit.gr,2018-01-12T13:03:00.000+02:00,Κωσταντής Πιστιόλης vol.03,False,True,True,vol.,1,0,0
https://www.fuit.gr/2017/12/pasqualle-brass-band.html,fuit.gr,2017-12-28T13:02:00.000+02:00,Pasqualle Brass Band,False,False,False,,1,0,0
https://www.fuit.gr/2017/11/eisvoleas-live.html,fuit.gr,2017-11-17T13:05:00.000+02:00,ΕΙΣΒΟΛΕΑΣ LIVE,False,False,False,,1,0,0
https://www.fuit.gr/2017/10/punk-jazz-live.html,fuit.gr,2017-10-04T13:06:00.000+03:00,Punk jazz live,False,False,False,,1,0,0
https://www.fuit.gr/2017/07/fuit-konstatis-pistiolis.html,fuit.gr,2017-07-10T13:08:00.000+03:00,Κωσταντής Πιστιόλης στο fuit,False,True,True,fuit,1,0,0
https://www.fuit.gr/2017/07/manitarock-vol11.html,fuit.gr,2017-07-03T13:10:00.000+03:00,Manitarock Vol.11,False,True,True,Vol.,1,0,0
https://www.fuit.gr/2017/06/irene-rainbowsoul-1906.html,fuit.gr,2017-06-19T13:11:00.000+03:00,Irene & rainbowsoul 19/06,False,False,False,,1,0,0
https://www.fuit.gr/2017/05/sancho-003-live.html,fuit.gr,2017-05-19T13:45:00.000+03:00,Sancho 003 live,False,True,True,fuit,1,0,0
https://www.fuit.gr/2019/06/keys.html,fuit.gr,2017-03-02T14:09:00.000+02:00,FUIT - SURF - SNOWBOARD,False,True,True,FUIT,6,0,0
https://www.fuit.gr/2017/02/baildsa.html,fuit.gr,2017-02-25T13:14:00.000+02:00,Baildsa,False,False,False,,1,0,0
https://www.fuit.gr/2017/02/folk-n-roll.html,fuit.gr,2017-02-24T13:13:00.000+02:00,Folk n Roll,False,False,False,,1,0,0
https://www.fuit.gr/2017/01/manitarock-vol09.html,fuit.gr,2017-01-02T13:46:00.000+02:00,Manitarock vol.09,False,True,True,vol.,1,0,0
https://www.fuit.gr/2016/06/xristos-sotirakopoulos-fuit.html,fuit.gr,2016-06-24T21:44:00.000+03:00,Ο Χρήστος Σωτηρακόπουλος στα Γρεβενά ,False,True,True,Γρεβενά,1,0,0
https://www.fuit.gr/2016/06/manitarock-vol07.html,fuit.gr,2016-06-09T13:44:00.000+03:00,Manitarock vol.07,False,True,True,vol.,1,0,0
https://www.fuit.gr/2016/05/manitarock-live-vol06.html,fuit.gr,2016-05-13T13:43:00.000+03:00,Manitarock live- vol.06,False,True,True,vol.,1,0,0
https://www.fuit.gr/2016/03/baildsa-live-fuit-art-cafe.html,fuit.gr,2016-03-23T13:52:00.000+02:00,Baildsa live @ fuit art cafe,False,True,True,fuit,1,0,0
https://www.fuit.gr/2015/12/manitarock-live-vol5.html,fuit.gr,2015-12-28T13:53:00.000+02:00,Manitarock LIve VOL.5,False,True,True,VOL.,1,0,0
https://www.fuit.gr/2015/12/baildsa-live-241215.html,fuit.gr,2015-12-24T13:48:00.000+02:00,BAILDSA live 24/12/15,False,True,True,fuit,1,0,0
https://www.fuit.gr/2013/12/beanies.html,fuit.gr,2015-12-24T13:13:00.000+02:00,Σκουφάκια fuit σε 4 υπέροχα χρώματα,False,True,True,fuit,4,0,0
https://www.fuit.gr/2015/12/blog-post.html,fuit.gr,2015-12-08T17:23:00.000+02:00,"Γνώρισε το Σκύλο σου, Άλλαξε τη Ζωή σου",False,True,True,fuit,3,0,1
https://www.fuit.gr/2015/12/allilegii-stous-prosfyges.html,fuit.gr,2015-12-03T19:36:00.000+02:00,Αλληλεγγύη στους πρόσφυγες,False,True,True,fuit,11,0,0
https://www.fuit.gr/2015/10/4-manitarock-live-271015.html,fuit.gr,2015-10-27T22:12:00.000+02:00,4ο Manitarock live... Πόλεμος 27/10/15,False,False,False,,1,0,0
https://www.fuit.gr/2015/06/live-fuit-pliri-ntaxei.html,fuit.gr,2015-06-16T22:14:00.000+03:00,ΠΛΗΡΗ ΝΤΑΞΕΙ live στο fuit,False,True,True,fuit,1,0,0
